"";"V1";"V2";"V3";"V4";"V5";"V6";"V7";"V8";"V9";"V10";"V11";"V12";"V13";"V14";"V15";"V16";"V17";"V18";"V19";"V20";"V21";"V22";"V23";"V24";"V25";"V26";"V27";"V28";"V29";"V30";"V31";"V32";"V33";"V34";"V35";"V36";"V37";"V38";"V39"
"1";-0,121341155881903;0;0;0;0;0;0,0702434811704278;0;0;-0,0254399034596497;-0,0223908498372361;0,115696914819391;-0,0231621763118758;0;0;0;0,0239783943724326;0;0;0,0107375994211581;-0,00937840621107165;0;0,00808938923403339;0;0,00421919651751616;0,000977359031752134;0;0;-0,00614495958319243;-0,00010852625652127;0;0,00307778478907565;0;0;-0,00910598296893373;-0,000679017054749374;0;0;0
"2";0;0;0;0,0312093682592095;0;0;0,0335750916733329;0;0;0;0;0,0359720877544974;-0,000293856456306983;0;0;0,011427617502447;0;0;0;0;0;0;0,000807226921257035;0,00169718029675172;0,0189237341905319;0;0,0108347275914751;0;0;0;0;0,00230947335232174;0,000694963652582199;0;0;0;0;0;0,00502122192896371
"3";0;0;-0,0700919461134378;0;0;0;0,0722397481482765;-0,00605780398710757;0;-0,0333441864543064;-0,0498183665079364;0,179615423868647;-0,052711062281561;0;0;0;0;0;0,00563719445593079;0,0119719594774609;-0,0107108482108814;0;0,0149072215813439;0;0,0015840232657525;0,0149941517682226;0;0;-0,0169250358927927;-0,0094148325471018;0;0;0;0;0;-0,035074536802292;0,0071058263390717;0,000779597259939426;0
"4";0;0;0;0,0364318050677663;0;0;0,089698922845926;-0,0391418676154358;0;0;0;0,056071289112155;-0,0180271643621038;0;0;0;-0,0146543002761413;0,0358765535907405;0;0,00748778056053352;0;0,0385489493535136;0,0102189246912908;0;0,00854569451859647;0,000681922189849258;0,007375164033604;0;0,00392384150525507;-0,0306812005190879;0,0136111684144471;0,0079105410112756;0,0166492008383495;0;-0,000267992046740669;0;0;0;0,0102979200106271
"5";0,000381477530973687;-0,00958660605848442;0;0,013407463803723;-0,0385295611096801;0,000813051074401788;0,0845582949646932;-0,0246574232044675;0;0;-0,0305330698752839;0,109096149892552;-0,0146934685683019;-0,0152516444011586;0;0,0308693748883833;0;-0,00426679249188056;0;0;-0,000156843736450655;0;0,0247746166040902;0,000101244423223321;0;0;0,0129858845938137;0;0;-0,0295543253279293;0;0,0216485186829098;0,0225172576915273;0;0;-0,0184535025812662;-0,000765281867914108;0;0
"6";0;0;0;0;0,0346409181267295;0,102011315386189;0,0216317348593467;0;0;0;0;0,0153035385635979;0;0;0;0;0;0;0;0,0218151579451057;0;0,0157207290140807;0;0,0182194184682944;0;0,00386101229989284;0;0;0;0;0;0,0149782271028236;-0,00146229783367883;0;0,00948362655546199;0,016303187761791;0;0;0,00845084633545124
"7";0,0417472592003378;0;0;0;0,0256273322102412;-0,00446186023010915;0;0;0;0;-0,0317464653496952;0,0202790574318815;0;0;0;0,0119583108637119;0;0;0;-0,0292331440952644;0;0,0561797262568023;0,0251918790823263;0,00402297007292881;0;0;0;0;0,0439941648973753;-0,00705388389057835;0;0,00310441005564636;-0,0256580056997614;0,000251352318228106;-0,0148120113375502;0,000172654482580568;0;0;0
"8";0;-0,0244513324048861;0,000432326780680552;0;0;0;0,122320429866433;-0,0990694690658665;0;-0,0188537831038532;-0,0315124228353221;0,201013082595646;-0,0262740009686036;0;0;0,0140137869491065;0,0111316906143521;0,00115672146586328;0;0;-0,0094434217133664;-0,00113267314448677;0,00658985813680093;0;0;0;0,00315895371873661;0;-0,00555061855298948;0;0;0;0;-0,010033873058042;0,00795139855169408;-0,0450887290811944;0;0;0,0126987941000903
"9";0,0367888601846219;0;0,00210709721111606;0;0;0;0,0297370405929413;0;0;0;0;0,0508906312316993;0;0;0;0;0,00502945863197481;0;0;0;-0,00277185536095688;0;0;0;0;0,015521518652143;0;0;0;0;0;0,00200428535072789;0;7,79814699072893e-05;0;0;-0,00059359701991431;0;0
"10";0;0;0,00283884823421027;0,0669956606620772;0,027660541106342;0;0,0947746406430908;0;0;-0,023377760318755;0;0,127838314217074;-0,00419522141173036;-0,0458816424827011;0;0,00834203618358981;0,0356144101941699;0,00685423390037721;0;0;0;0;-0,00629743054984163;-0,000321048664196715;0;0,0143421205049818;0,0580524102423765;0;0;0,0105642973103063;-0,0348816438132119;0,0327410121060357;0,00774585411892236;0;0;-0,0263631845021925;0;0,00728957739402437;0
"11";-0,0250356710657399;0;0;0,0173297330278235;0;0;0,044120939670442;-0,019361606702347;0,0356186328740886;-0,0075655570606476;0,000351594694937779;0,0227369209712357;-0,00533172310241896;0;0;0;0;0;0,00838820104006963;0;0;0;0,00393002400571302;-0,0137266806812363;0;0,0324822867673351;0;0;0;0;-0,0107494385767978;0;0;0;0;-0,0245170092401214;0,0186284231237152;0;0,0299479289397679
"12";0,00662220582400506;0;0;0;0;0;0,0411409901034147;0;0;0;-0,0203697167081333;0;-0,0323238901927057;0;0;0,0211928352489833;0;0,0118495942875913;0;0;0;0;0,015362499040384;0;0;0,00299058808130167;0;0;0;-0,016079521675994;0;0,00569032875437257;0;0;0;-0,0066754824514491;0;0;0,01776073148893
"13";0;0;0,0187962298370075;0;0;0,00556202195888965;0,0882353552615457;-0,00453851543577231;0;0;-0,0150199381412988;0,121954623822166;-0,0579036425593134;0;0;0,0264929501115889;0;0;0;0;0;0;0,012623016701381;0;0;0;0,00594450781864603;0;-0,00274009162950715;-0,00956409040669397;0;0,00199103981754371;0,0212742177423061;0;0;-0,0114089562468962;0;0;0
